is_attack,attack_cat,dur,proto,sbytes,dbytes,ct_src_ltm,ct_dst_ltm
Normal,Normal,0.026272,tcp,2854,30622,5,2
Normal,Normal,0.046293,tcp,320,1884,2,2
Normal,Normal,0.001131,udp,130,162,3,8
Normal,Normal,0.001106,udp,130,162,12,2
Normal,Normal,0.021111,tcp,2958,32368,3,3
Normal,Normal,0.00463,udp,568,312,6,6
Normal,Normal,0.177154,tcp,4664,2664,1,1
Normal,Normal,0.93465,tcp,2934,3742,2,4
Normal,Normal,0.004257,tcp,1044,824,9,8
Normal,Normal,0.001072,udp,146,178,6,3
Normal,Normal,0.001757,udp,528,304,12,5
Normal,Normal,0.022689,tcp,2958,32368,4,2
Normal,Normal,0.59326,tcp,2158,1918,1,1
Normal,Normal,0.025607,tcp,2958,32368,1,1
Normal,Normal,0.016993,tcp,2958,32368,9,2
Normal,Normal,0.01286,tcp,12472,12716,2,3
Normal,Normal,0.01582,tcp,2854,30622,2,1
Normal,Normal,0.000948,udp,132,164,9,8
Normal,Normal,0.488999,tcp,37232,3380,2,4
Normal,Normal,0.001754,udp,528,304,6,6
Normal,Normal,0.001078,udp,132,164,9,1
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,0.123413,udp,568,312,12,4
Normal,Normal,0.014896,tcp,1540,1644,9,8
Normal,Normal,0.238,tcp,4238,63878,3,2
Normal,Normal,0.005125,tcp,4232,2456,5,4
Normal,Normal,0.001049,udp,146,178,2,8
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,0.030901,tcp,4238,63878,12,2
Normal,Normal,0.004679,udp,568,312,2,3
Normal,Normal,0.064824,tcp,2854,30622,2,2
Normal,Normal,0.002438,udp,528,304,2,3
Normal,Normal,0.110982,tcp,2958,32368,4,2
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,1.00582,tcp,1580,10168,1,2
Normal,Normal,0.001052,udp,146,178,4,3
Normal,Normal,1.04502,tcp,1684,10168,4,6
Normal,Normal,0.018668,tcp,1540,1644,9,5
Normal,Normal,0.045107,tcp,2958,32368,2,2
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,0.39715,tcp,4752,3080,3,7
Normal,Normal,0.048758,tcp,8928,424,5,3
Normal,Normal,0.001012,udp,146,178,4,4
Normal,Normal,0.767887,tcp,7814,14682,2,1
Normal,Normal,0.88952,tcp,2934,3740,1,1
Normal,Normal,0.535548,tcp,2934,3742,3,4
Normal,Normal,1.386052,tcp,1684,10168,3,3
Normal,Normal,0.885807,tcp,2934,3742,5,3
Normal,Normal,1.140036,tcp,1684,10168,2,4
Normal,Normal,0.072059,tcp,2854,30622,4,2
Normal,Normal,1.005658,tcp,1580,10168,3,2
Normal,Normal,1.098215,tcp,1684,10168,3,4
Normal,Normal,0.001133,udp,130,162,1,1
Normal,Normal,0.019765,tcp,1540,1644,9,8
Normal,Normal,0.028011,tcp,2854,30622,6,2
Normal,Normal,0.004573,udp,568,312,4,3
Normal,Normal,0.000995,udp,146,178,2,1
Normal,Normal,0.000954,udp,146,178,2,4
Normal,Normal,0.031005,tcp,4238,63878,4,3
Normal,Normal,0.028861,tcp,2958,32368,6,4
Normal,Normal,0.015652,tcp,2854,30622,3,3
Normal,Normal,0.065796,tcp,2854,30622,3,1
Normal,Normal,0.000964,udp,146,178,2,4
Normal,Normal,0.047733,tcp,8928,424,4,3
Normal,Normal,0.001649,udp,528,304,5,4
Normal,Normal,0.006384,tcp,2158,1918,2,3
Normal,Normal,0.021356,tcp,37178,3380,2,2
Normal,Normal,0.001024,udp,130,162,5,8
Normal,Normal,0.052026,tcp,4238,63878,2,3
Normal,Normal,0.048829,tcp,528,8824,4,3
Normal,Normal,1.176015,tcp,1580,10168,1,3
Normal,Normal,0.372684,tcp,4752,3080,2,3
Normal,Normal,0.001015,udp,130,162,1,1
Normal,Normal,0.242144,tcp,4862,77276,3,2
Normal,Normal,0.400782,tcp,5080,3080,9,1
Normal,Normal,50.004395,ospf,384,0,2,4
Normal,Normal,21.528107,tcp,18994,1087890,2,2
Normal,Normal,0.005225,tcp,2158,1918,1,3
Normal,Normal,0.222556,tcp,8928,320,3,4
Normal,Normal,0.000996,udp,130,162,5,1
Normal,Normal,0.063906,tcp,2854,30622,4,8
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,0.008966,tcp,2158,1918,5,1
Normal,Normal,2.952877,tcp,7814,15296,3,4
Normal,Normal,0.033595,tcp,4238,63878,6,3
Normal,Normal,1.365035,tcp,2918,17186,5,3
Normal,Normal,50.004391,ospf,384,0,2,4
Normal,Normal,0.015857,tcp,2854,30622,9,8
Normal,Normal,0.025262,tcp,2958,32368,3,2
Normal,Normal,0.020085,tcp,1540,1644,9,8
Normal,Normal,0.017126,tcp,2854,30622,6,3
Normal,Normal,50.004395,ospf,384,0,2,4
Normal,Normal,0.252243,tcp,12034,495632,6,1
Normal,Normal,0.043836,tcp,2854,30622,1,2
Normal,Normal,0.035786,tcp,4862,77276,4,1
Normal,Normal,0.03137,tcp,2854,30622,3,4
Normal,Normal,1.548186,tcp,1580,10168,2,3
Normal,Normal,0.005059,tcp,2158,1918,2,3
Normal,Normal,0.282079,tcp,4672,2872,6,4
Normal,Normal,0.001022,udp,146,178,2,4
Normal,Normal,0.153825,tcp,4862,77276,1,1
Normal,Normal,0.016942,tcp,2958,32368,6,3
Normal,Normal,0.004355,udp,568,312,5,4
Normal,Normal,1.023057,tcp,1684,10168,3,3
Normal,Normal,0.001052,udp,146,178,1,2
Normal,Normal,0.018937,tcp,2958,32368,6,3
Normal,Normal,0.004048,tcp,1044,824,9,3
Normal,Normal,39.183392,tcp,18474,1087890,6,6
Normal,Normal,1.282024,tcp,1580,10168,1,3
Normal,Normal,0.001724,udp,520,304,5,4
Normal,Normal,0.019713,tcp,1540,1644,9,8
Normal,Normal,0.148846,tcp,4862,77276,2,1
Normal,Normal,0.001078,udp,146,178,2,1
Normal,Normal,0.906419,tcp,7816,16782,1,3
Normal,Normal,0.020111,tcp,1540,1644,9,8
Normal,Normal,0.054987,tcp,4238,63878,3,3
Normal,Normal,1.006828,tcp,1684,10168,3,6
Normal,Normal,0.046281,tcp,4862,77276,6,1
Normal,Normal,0.241683,tcp,11722,495632,9,8
Normal,Normal,0.152922,tcp,3062,32368,3,2
Normal,Normal,0.001015,udp,146,178,1,3
Normal,Normal,0.007042,tcp,4560,2456,6,6
Normal,Normal,0.001779,udp,528,304,2,3
Normal,Normal,0.008117,udp,568,312,1,1
Normal,Normal,0.021699,tcp,37232,3380,6,3
Normal,Normal,0.000993,udp,146,178,4,3
Normal,Normal,0.064795,tcp,2854,30622,2,2
Normal,Normal,0.033906,tcp,4550,71834,3,6
Normal,Normal,0.021964,tcp,2854,30622,2,2
Normal,Normal,0.040486,tcp,2854,30622,4,2
Normal,Normal,0.001074,udp,146,178,2,1
Normal,Normal,0.015857,tcp,2854,30622,3,2
Normal,Normal,0.046882,tcp,4862,79882,5,4
Normal,Normal,0.001084,udp,146,178,4,5
Normal,Normal,0.016889,tcp,2958,32368,2,3
Normal,Normal,0.001036,udp,146,178,2,1
Normal,Normal,1.048943,tcp,1580,10168,4,4
Normal,Normal,0.001706,udp,528,304,2,3
Normal,Normal,0.001075,udp,146,178,5,6
Normal,Normal,0.217648,tcp,1540,1644,8,7
Normal,Normal,0.002748,udp,512,304,15,4
Normal,Normal,0.00105,udp,146,178,1,1
Normal,Normal,0.034906,tcp,37232,3380,2,6
Normal,Normal,0.001055,udp,130,162,4,2
Normal,Normal,0.050347,tcp,4966,79882,5,3
Normal,Normal,0.028971,tcp,2958,32368,4,3
Normal,Normal,0.649012,tcp,2918,17186,3,3
Normal,Normal,0.018475,tcp,1540,1644,9,8
Normal,Normal,0.007312,tcp,4232,2456,11,6
Normal,Normal,0.001053,udp,146,178,1,3
Normal,Normal,0.017979,tcp,2958,32368,3,2
Normal,Normal,1.744932,tcp,7816,16782,1,1
Normal,Normal,0.018586,tcp,1540,1644,15,8
Normal,Normal,2.306729,tcp,7816,16782,4,8
Normal,Normal,0.017842,tcp,2958,32368,2,5
Normal,Normal,0.083088,tcp,2958,32368,2,2
Normal,Normal,0.00105,udp,146,178,2,1
Normal,Normal,0.001078,udp,146,178,3,4
Normal,Normal,0.000883,udp,130,162,11,6
Normal,Normal,0.008985,tcp,2230,13288,7,4
Normal,Normal,1.007402,tcp,1580,10168,9,8
Normal,Normal,0.205585,tcp,1540,1644,8,7
Normal,Normal,0.215996,tcp,2854,30622,6,4
Normal,Normal,0.001723,udp,528,304,4,3
Normal,Normal,0.00421,tcp,1044,824,15,2
Normal,Normal,0.041804,tcp,4862,79882,7,2
Normal,Normal,0.223594,tcp,424,8824,6,5
Normal,Normal,0.001038,udp,130,162,4,8
Normal,Normal,0.045696,tcp,320,1828,4,3
Normal,Normal,0.000968,udp,146,178,7,3
Normal,Normal,0.244178,tcp,12034,495632,15,8
Normal,Normal,0.199754,tcp,1540,1644,8,7
Normal,Normal,0.013633,tcp,1540,1644,9,8
Normal,Normal,0.001042,udp,130,162,2,3
Normal,Normal,0.016209,tcp,2158,1918,1,2
Normal,Normal,0.018688,tcp,1540,1644,15,8
Normal,Normal,0.001058,udp,146,178,2,4
Normal,Normal,0.153867,tcp,4862,77276,4,3
Normal,Normal,0.004214,tcp,1044,824,9,2
Normal,Normal,0.405263,tcp,5080,3080,2,1
Normal,Normal,0.001063,udp,146,178,7,3
Normal,Normal,0.000985,udp,130,162,2,4
Normal,Normal,1.092087,tcp,1684,10168,8,3
Normal,Normal,0.424908,tcp,4862,77276,6,8
Normal,Normal,0.151071,tcp,4336,2664,4,3
Normal,Normal,0.031647,tcp,37228,3380,4,2
Normal,Normal,0.00103,udp,146,178,6,6
Normal,Normal,1.968069,tcp,1684,10168,15,4
Normal,Normal,0.039154,tcp,1044,824,8,1
Normal,Normal,1.133987,tcp,1684,10168,2,2
Normal,Normal,0.001056,udp,146,178,4,1
Normal,Normal,0.132198,tcp,2158,1918,4,1
Normal,Normal,1.430105,tcp,1580,10168,1,2
Normal,Normal,0.014109,tcp,8928,320,11,8
Normal,Normal,0.190017,tcp,1540,1644,8,7
Normal,Normal,1.199098,tcp,1684,10168,4,4
Normal,Normal,0.004541,udp,568,312,2,3
Normal,Normal,0.512635,tcp,424,8824,4,3
Normal,Normal,0.341912,tcp,4238,63878,6,2
Normal,Normal,0.018616,tcp,1540,1644,15,8
Normal,Normal,0.00112,udp,146,178,4,5
Normal,Normal,1.140904,tcp,1684,10168,4,2
Normal,Normal,0.001086,udp,130,162,2,3
Normal,Normal,0.22343,tcp,424,8824,4,6
Normal,Normal,0.206479,tcp,3022,17186,6,1
Normal,Normal,0.036314,tcp,37268,3380,2,1
Normal,Normal,0.491105,tcp,2158,1918,1,2
Normal,Normal,0.00541,udp,568,304,15,4
Normal,Normal,0.001035,udp,146,178,4,1
Normal,Normal,0.247616,tcp,37228,3380,7,1
Normal,Normal,0.296951,tcp,4862,77276,6,2
Normal,Normal,0.024882,tcp,2958,32368,3,2
Normal,Normal,0.030938,tcp,4238,63878,2,4
Normal,Normal,0.015847,tcp,2854,30622,6,4
Normal,Normal,1.038744,tcp,1684,10168,7,4
Normal,Normal,0.124982,tcp,2958,32368,11,2
Normal,Normal,0.040781,tcp,2958,30622,3,5
Normal,Normal,0.022596,tcp,37268,3380,4,3
Normal,Normal,1.290224,tcp,1580,10168,15,4
Normal,Normal,0.046407,tcp,320,1860,6,5
Normal,Normal,0.066528,tcp,2958,30622,2,1
Normal,Normal,0.00864,tcp,2230,13288,2,2
Normal,Normal,2.372848,tcp,7816,16782,3,3
Normal,Normal,0.020952,tcp,37232,3380,4,6
Normal,Normal,1.175922,tcp,1684,10168,15,2
Normal,Normal,0.001065,udp,146,178,2,2
Normal,Normal,1.12413,tcp,1684,10168,4,4
Normal,Normal,1.038744,tcp,1684,10168,7,4
Normal,Normal,0.001284,udp,146,178,2,7
Normal,Normal,1.384156,tcp,1684,10168,2,3
Normal,Normal,0.015923,tcp,2854,30622,2,3
Normal,Normal,0.018397,tcp,1540,1644,9,8
Normal,Normal,0.150863,tcp,2854,30622,11,2
Normal,Normal,1.004702,tcp,1580,10168,2,3
Normal,Normal,0.001084,udp,146,178,4,5
Normal,Normal,0.005278,tcp,4256,2456,15,4
Normal,Normal,0.956417,tcp,2934,3742,6,5
Normal,Normal,0.005195,tcp,2158,1918,6,3
Normal,Normal,0.00419,udp,568,312,11,6
Normal,Normal,3.855438,tcp,2934,3740,1,3
Normal,Normal,0.000995,udp,132,164,8,5
Normal,Normal,0.018725,tcp,1540,1644,15,8
Normal,Normal,0.001069,udp,146,178,2,2
Normal,Normal,0.001618,udp,528,304,11,6
Normal,Normal,0.045034,tcp,320,1890,4,6
Normal,Normal,0.116886,tcp,4862,79882,2,2
Normal,Normal,0.182838,tcp,1540,1644,8,7
Normal,Normal,0.013699,tcp,1540,1644,15,8
Normal,Normal,0.001023,udp,146,178,1,2
Normal,Normal,0.001099,udp,132,164,9,1
Normal,Normal,0.021661,tcp,37232,3380,6,2
Normal,Normal,0.084998,tcp,4238,63878,4,3
Normal,Normal,0.545379,tcp,320,1890,4,3
Normal,Normal,0.001109,udp,132,164,15,2
Normal,Normal,0.003666,tcp,320,1828,11,8
Normal,Normal,0.430219,tcp,4752,3080,6,5
Normal,Normal,0.094924,tcp,14512,17134,1,8
Normal,Normal,0.000921,udp,146,178,4,3
Normal,Normal,0.793764,tcp,7814,15296,15,1
Normal,Normal,0.00591,tcp,424,8824,11,8
Normal,Normal,1.004869,tcp,1580,10168,2,3
Normal,Normal,0.96485,tcp,2934,3740,1,3
Normal,Normal,0.015929,tcp,2854,30622,2,4
Normal,Normal,0.001072,udp,146,178,2,7
Normal,Normal,0.024476,tcp,37268,3380,3,2
Normal,Normal,0.048759,tcp,8928,424,4,6
Normal,Normal,0.258098,tcp,2918,17186,2,1
Normal,Normal,0.001074,udp,146,178,11,2
Normal,Normal,0.37111,tcp,424,8824,1,4
Normal,Normal,0.039837,tcp,4862,77276,2,1
Normal,Normal,0.018315,tcp,1540,1644,9,8
Normal,Normal,1.210856,tcp,1684,10168,3,5
Normal,Normal,0.035133,udp,528,304,6,3
Normal,Normal,0.865341,tcp,7816,16782,2,3
Normal,Normal,0.038383,tcp,2934,3740,11,8
Normal,Normal,0.005253,tcp,2158,1918,2,8
Normal,Normal,0.01696,tcp,2958,32368,6,4
Normal,Normal,0.00107,udp,146,178,2,3
Normal,Normal,0.00106,udp,146,178,1,4
Normal,Normal,0.016458,tcp,2854,30622,6,6
Normal,Normal,0.102682,tcp,2958,32368,2,8
Normal,Normal,0.000945,udp,146,178,2,8
Normal,Normal,0.224199,tcp,8928,320,6,5
Normal,Normal,0.15349,tcp,4862,79882,1,1
Normal,Normal,1.010915,tcp,1580,10168,1,1
Normal,Normal,0.001049,udp,130,162,1,1
Normal,Normal,1.160061,tcp,1684,10168,2,5
Normal,Normal,0.672791,tcp,12472,12716,4,3
Normal,Normal,0.001066,udp,146,178,1,1
Normal,Normal,0.366315,udp,568,312,6,5
Normal,Normal,0.036068,tcp,37232,3276,3,4
Normal,Normal,1.032103,tcp,1580,10168,2,4
Normal,Normal,0.021963,tcp,2958,32368,4,2
Normal,Normal,0.018257,tcp,1540,1644,8,8
Normal,Normal,0.005672,tcp,2158,1918,1,7
Normal,Normal,0.05601,tcp,4966,79778,3,1
Normal,Normal,0.124397,udp,568,312,6,3
Normal,Normal,0.004756,udp,568,304,3,4
Normal,Normal,0.06024,tcp,2958,32368,2,6
Normal,Normal,0.023929,tcp,2854,30622,4,2
Normal,Normal,0.00102,udp,130,162,3,1
Normal,Normal,0.086977,tcp,37232,3380,3,2
Normal,Normal,0.000995,udp,130,162,4,3
Normal,Normal,0.016887,tcp,2958,32368,2,3
Normal,Normal,5.927784,tcp,19514,1087890,3,6
Normal,Normal,0.530673,tcp,12346,495632,9,8
Normal,Normal,2.233634,tcp,2934,3740,5,3
Normal,Normal,0.00433,udp,568,312,8,4
Normal,Normal,0.262114,udp,528,304,6,5
Normal,Normal,0.003932,tcp,320,1828,5,6
Normal,Normal,0.018426,tcp,1540,1644,9,8
Normal,Normal,0.016835,tcp,2854,30622,2,4
Normal,Normal,0.873802,tcp,7814,15296,1,4
Normal,Normal,0.001582,udp,528,304,8,4
Normal,Normal,0.001068,udp,146,178,4,1
Normal,Normal,0.043149,tcp,37268,3380,3,5
Normal,Normal,1.060472,tcp,1684,10168,6,5
Normal,Normal,0.015796,tcp,2854,30622,2,1
Normal,Normal,0.004972,tcp,4232,2456,8,4
Normal,Normal,0.00106,udp,146,178,1,2
Normal,Normal,0.01296,tcp,2230,13288,3,4
Normal,Normal,0.005321,tcp,2158,1918,1,2
Normal,Normal,0.001003,udp,146,178,2,4
Normal,Normal,0.005286,tcp,2158,1918,4,2
Normal,Normal,0.004574,udp,568,312,8,3
Normal,Normal,0.420159,tcp,5080,3080,6,5
Normal,Normal,0.541599,tcp,8928,320,6,5
Normal,Normal,0.003358,udp,146,178,2,2
Normal,Normal,0.000996,udp,146,178,5,7
Normal,Normal,0.019263,tcp,2958,32368,6,6
Normal,Normal,0.351324,tcp,12138,495632,8,8
Normal,Normal,1.098927,tcp,1684,10168,3,5
Normal,Normal,0.007815,tcp,424,8824,5,6
Normal,Normal,0.000976,udp,132,164,5,7
Normal,Normal,0.008285,tcp,2230,13288,6,4
Normal,Normal,0.016939,tcp,2958,32368,2,5
Normal,Normal,0.005385,tcp,2158,1918,3,1
Normal,Normal,0.001046,udp,146,178,3,7
Normal,Normal,0.045373,tcp,320,1828,3,2
Normal,Normal,1.118923,tcp,1684,10168,1,3
Normal,Normal,8.432958,tcp,25576,1094788,3,5
Normal,Normal,0.001136,udp,146,178,6,3
Normal,Normal,0.267438,tcp,8928,320,5,3
Normal,Normal,1.160082,tcp,1684,10168,3,3
Normal,Normal,0.005289,tcp,2158,1918,8,7
Normal,Normal,0.001041,udp,146,178,6,3
Normal,Normal,0.00108,udp,146,178,1,3
Normal,Normal,1.531495,tcp,17330,1087890,1,3
Normal,Normal,0.001087,udp,130,162,5,2
Normal,Normal,0.001699,udp,528,304,8,3
Normal,Normal,0.901561,tcp,2934,3740,4,2
Normal,Normal,0.052899,tcp,37268,3380,2,5
Normal,Normal,0.064331,tcp,3806,52014,3,2
Normal,Normal,0.008547,tcp,8928,320,5,6
Normal,Normal,0.001077,udp,146,178,6,5
Normal,Normal,0.005547,tcp,2158,1918,5,2
Normal,Normal,0.036851,tcp,4862,77276,2,4
Normal,Normal,1.065123,tcp,1580,10168,7,5
Normal,Normal,0.033581,tcp,2934,3740,5,6
Normal,Normal,0.000961,udp,130,162,4,2
Normal,Normal,0.037231,tcp,7816,16782,7,3
Normal,Normal,0.001053,udp,146,178,5,3
Normal,Normal,0.048892,tcp,528,8824,5,3
Normal,Normal,1.00997,tcp,1684,10168,5,1
Normal,Normal,0.001397,udp,146,178,3,3
Normal,Normal,0.001081,udp,146,178,1,2
Normal,Normal,0.002916,tcp,320,1884,6,5
Normal,Normal,1.790981,tcp,25728,49578,4,3
Normal,Normal,3.682731,tcp,2934,3740,6,5
Normal,Normal,0.001013,udp,130,162,8,1
Normal,Normal,0.027174,tcp,8928,424,6,5
Normal,Normal,0.080238,tcp,2158,1918,1,5
Normal,Normal,1.385817,tcp,898,10112,2,1
Normal,Normal,0.054614,tcp,4862,79882,6,4
Normal,Normal,0.406385,tcp,5080,3080,2,2
Normal,Normal,1.09684,tcp,1684,10168,3,3
Normal,Normal,0.0464,tcp,320,1884,8,7
Normal,Normal,0.060476,tcp,2958,30726,2,3
Normal,Normal,0.011186,tcp,2230,13288,5,1
Normal,Normal,0.00111,udp,146,178,4,5
Normal,Normal,0.067639,tcp,4550,71834,3,6
Normal,Normal,0.021221,tcp,1044,824,5,7
Normal,Normal,0.043004,tcp,2854,30622,3,1
Normal,Normal,0.001075,udp,146,178,7,1
Normal,Normal,0.086137,tcp,2158,1918,2,2
Normal,Normal,0.273948,tcp,37228,3380,4,3
Normal,Normal,2.531032,tcp,7814,15296,1,1
Normal,Normal,0.000927,udp,146,178,4,2
Normal,Normal,0.018942,tcp,2958,32368,3,1
Normal,Normal,0.046231,tcp,320,1828,5,3
Normal,Normal,1.157997,tcp,1684,10168,5,5
Normal,Normal,0.021491,tcp,37228,3380,4,4
Normal,Normal,0.00113,udp,130,162,7,5
Normal,Normal,1.029884,tcp,1580,10168,6,1
Normal,Normal,0.225609,tcp,424,8824,6,6
Normal,Normal,0.339698,tcp,37232,3276,4,4
Normal,Normal,0.001089,udp,130,162,6,3
Normal,Normal,0.005244,tcp,4232,2456,6,5
Normal,Normal,0.001032,udp,130,162,1,6
Normal,Normal,1.207857,tcp,1684,10168,3,4
Normal,Normal,0.001062,udp,146,178,2,2
Normal,Normal,0.001023,udp,146,178,1,2
Normal,Normal,0.336566,tcp,2934,3742,6,5
Normal,Normal,0.032752,tcp,3062,32368,5,3
Normal,Normal,1.007191,tcp,1580,10168,1,5
Normal,Normal,0.000927,udp,130,162,3,1
Normal,Normal,3.220917,tcp,18214,1071390,2,2
Normal,Normal,0.055119,udp,568,312,3,5
Normal,Normal,0.001102,udp,146,178,7,5
Normal,Normal,0.001076,udp,146,178,3,4
Normal,Normal,1.757881,tcp,7816,16782,4,2
Normal,Normal,0.007978,tcp,2230,13288,6,3
Normal,Normal,0.019947,tcp,2958,32368,7,2
Normal,Normal,0.046099,tcp,320,1890,6,6
Normal,Normal,0.142955,tcp,4862,77276,5,1
Normal,Normal,0.00496,tcp,2158,1918,1,6
Normal,Normal,0.784836,tcp,3022,17186,3,5
Normal,Normal,0.00554,tcp,424,8824,6,5
Normal,Normal,2.902887,tcp,12016,465028,7,4
Normal,Normal,0.155534,tcp,4862,79882,5,2
Normal,Normal,0.019876,tcp,2854,30622,3,2
Normal,Normal,1.005801,tcp,1684,10168,2,4
Normal,Normal,0.000959,udp,130,162,5,3
Normal,Normal,0.00109,udp,146,178,3,8
Normal,Normal,0.000987,udp,130,162,5,1
Normal,Normal,0.000955,udp,146,178,4,4
Normal,Normal,0.017877,tcp,4560,2456,5,4
Normal,Normal,1.389169,tcp,1684,10168,7,1
Normal,Normal,0.001052,udp,146,178,4,4
Normal,Normal,0.139065,tcp,2958,32368,2,3
Normal,Normal,0.3354,tcp,320,1884,3,2
Normal,Normal,0.067995,tcp,4238,63878,2,3
Normal,Normal,0.006009,udp,568,312,5,4
Normal,Normal,0.107907,tcp,4862,79882,2,3
Normal,Normal,0.008985,tcp,2230,13288,6,5
Normal,Normal,0.392526,tcp,4752,3080,3,5
Normal,Normal,0.223511,tcp,424,8824,7,8
Normal,Normal,0.018593,tcp,2854,30622,7,2
Normal,Normal,0.001297,udp,146,178,1,1
Normal,Normal,0.359078,tcp,4752,3080,7,7
Normal,Normal,0.000974,udp,130,162,5,3
Normal,Normal,0.364203,tcp,5080,3080,7,1
Normal,Normal,9.273899,tcp,25160,1094788,6,5
Normal,Normal,0.005155,tcp,2158,1918,1,1
Normal,Normal,0.114623,tcp,3910,52014,3,5
Normal,Normal,0.133055,tcp,2958,32368,1,5
Normal,Normal,0.001061,udp,146,178,2,3
Normal,Normal,0.001001,udp,146,178,2,5
Normal,Normal,0.485652,tcp,37268,3380,6,5
Normal,Normal,0.416818,tcp,1540,1644,6,5
Normal,Normal,0.046478,tcp,320,1828,5,7
Normal,Normal,0.089856,tcp,4862,77276,2,3
Normal,Normal,0.027384,udp,528,304,3,5
Normal,Normal,0.001088,udp,146,178,3,3
Normal,Normal,0.667873,tcp,37268,3380,5,2
Normal,Normal,0.024737,tcp,2958,32368,4,2
Normal,Normal,1.196649,tcp,19202,1087890,3,5
Normal,Normal,0.004803,tcp,4232,2456,7,5
Normal,Normal,1.1861,tcp,1580,10168,1,1
Normal,Normal,0.06306,tcp,3806,52014,2,7
Normal,Normal,0.002566,udp,528,304,5,4
Normal,Normal,0.004437,udp,568,312,3,6
Normal,Normal,0.03096,tcp,4342,63774,2,3
Normal,Normal,0.00874,tcp,4352,2456,3,4
Normal,Normal,0.380238,tcp,1540,1644,6,5
Normal,Normal,0.004927,tcp,4560,2456,4,5
Normal,Normal,0.001134,udp,146,178,4,7
Normal,Normal,0.00461,udp,568,312,6,5
Normal,Normal,0.030955,tcp,4238,63878,5,4
Normal,Normal,0.308254,tcp,8928,320,7,8
Normal,Normal,0.001786,udp,520,304,3,4
Normal,Normal,0.14619,tcp,2158,1918,2,2
Normal,Normal,0.854756,tcp,2934,3740,4,7
Normal,Normal,0.00172,udp,528,304,6,5
Normal,Normal,1.08511,tcp,1580,10168,2,3
Normal,Normal,0.026157,tcp,2854,30622,4,8
Normal,Normal,0.001065,udp,146,178,4,2
Normal,Normal,0.037806,tcp,4862,79882,3,3
Normal,Normal,9.893883,tcp,36658,1641360,6,5
Normal,Normal,0.103911,tcp,4862,79882,6,2
Normal,Normal,0.001815,udp,528,304,3,6
Normal,Normal,0.133895,tcp,2854,30622,1,1
Normal,Normal,0.001092,udp,146,178,2,2
Normal,Normal,0.008002,tcp,2230,13288,2,3
Normal,Normal,0.001024,udp,146,178,3,3
Normal,Normal,0.220872,tcp,320,8772,7,7
Normal,Normal,7.351978,tcp,24240,29452,4,8
Normal,Normal,0.001727,udp,528,304,4,5
Normal,Normal,0.199092,tcp,2958,32368,3,6
Normal,Normal,1.11897,tcp,1580,10168,2,3
Normal,Normal,0.03187,tcp,2854,30622,5,1
Normal,Normal,0.03112,tcp,2854,30622,2,6
Normal,Normal,0.013386,tcp,12472,12716,2,2
Normal,Normal,0.226346,tcp,8928,320,7,7
Normal,Normal,0.001901,udp,528,304,7,5
Normal,Normal,0.223386,tcp,8928,320,2,2
Normal,Normal,1.75715,tcp,12450,495632,1,2
Normal,Normal,0.390833,tcp,1540,1644,6,5
Normal,Normal,0.001092,udp,146,178,1,2
Normal,Normal,0.062918,tcp,3806,52014,5,2
Normal,Normal,1.825959,tcp,26352,49682,7,3
Normal,Normal,0.001084,udp,146,178,3,3
Normal,Normal,0.036785,tcp,7814,15296,5,3
Normal,Normal,1.790789,tcp,7816,16782,7,2
Normal,Normal,1.005786,tcp,1684,10168,2,2
Normal,Normal,1.008831,tcp,2934,3740,7,7
Normal,Normal,0.154876,tcp,4862,77276,4,3
Normal,Normal,1.005865,tcp,1580,10168,1,3
Normal,Normal,0.001032,udp,130,162,3,3
Normal,Normal,1.091215,tcp,1580,10168,2,1
Normal,Normal,0.091437,tcp,37268,3380,7,1
Normal,Normal,0.20962,tcp,15368,1238,6,4
Normal,Normal,0.516079,tcp,2814,17186,2,5
Normal,Normal,0.001004,udp,146,178,2,6
Normal,Normal,0.001335,udp,146,178,2,1
Normal,Normal,0.02371,tcp,2958,32368,2,8
Normal,Normal,0.001051,udp,130,162,3,5
Normal,Normal,0.08807,tcp,4550,71834,2,4
Normal,Normal,0.004999,tcp,2158,1918,4,3
Normal,Normal,0.001103,udp,146,178,3,1
Normal,Normal,0.004579,udp,568,312,7,7
Normal,Normal,0.411888,tcp,1540,1644,6,5
Normal,Normal,0.004893,udp,568,304,3,4
Normal,Normal,0.046442,tcp,320,1890,3,2
Normal,Normal,0.064927,tcp,2854,30622,3,3
Normal,Normal,0.49179,tcp,37232,3276,3,2
Normal,Normal,0.001766,udp,528,304,7,7
Normal,Normal,0.314818,tcp,1540,1644,6,5
Normal,Normal,1.515397,tcp,1684,10168,3,4
Normal,Normal,0.035028,tcp,2958,32368,5,2
Normal,Normal,0.001811,udp,528,304,4,6
Normal,Normal,0.016976,tcp,2958,32368,2,2
Normal,Normal,1.085909,tcp,1684,10168,2,5
Normal,Normal,0.00762,tcp,4232,2456,3,6
Normal,Normal,0.001091,udp,146,178,1,5
